userId,promoCode,applicableTo,modeOfPayment,timeOfOrder,deliveryLocation,usedRewardPoints
33,,,cash,2/1/2020 21:54,Ap #680-1342 At Street,0
28,,,cash,2/1/2020 21:59,Ap #673-6032 Sit Rd.,0
1,,,cash,3/1/2020 10:41,"21 Lower Kent Ridge Rd, Singapore 119077",0
39,,,cash,3/1/2020 10:48,"21 Lower Kent Ridge Rd, Singapore 119077",0
5,,,credit,3/1/2020 12:07,Ap #312-8413 Proin St.,0
37,,,credit,3/1/2020 13:01,Ap #251-751 Vehicula Road,0
8,,,cash,3/1/2020 14:34,"P.O. Box 982, 3671 In St.",0
3,,,cash,3/1/2020 17:00,"21 Lower Kent Ridge Rd, Singapore 119077",0
6,,,cash,3/1/2020 17:08,"9673 A, St.",0
4,,,credit,3/1/2020 17:20,"21 Lower Kent Ridge Rd, Singapore 119077",0
38,,,cash,3/1/2020 17:25,"21 Lower Kent Ridge Rd, Singapore 119077",0
36,,,cash,3/1/2020 17:41,8225 Risus. Road,0
2,,,credit,3/1/2020 18:45,"21 Lower Kent Ridge Rd, Singapore 119077",0
40,,,credit,3/1/2020 21:05,930-8599 Nulla Rd.,0
7,,,credit,3/1/2020 21:40,9326 Erat Avenue,0
23,,,cash,4/1/2020 10:16,"545-7472 Lorem, Rd.",0
22,,,cash,4/1/2020 11:18,6664 Felis Street,0
16,,,cash,4/1/2020 12:19,"21 Lower Kent Ridge Rd, Singapore 119077",0
10,,,cash,4/1/2020 13:12,516-5864 Ullamcorper. Street,0
14,,,cash,4/1/2020 13:19,"Ap #449-4984 Eu, St.",0
12,,,credit,4/1/2020 15:56,"21 Lower Kent Ridge Rd, Singapore 119077",0
20,,,cash,4/1/2020 16:01,7202 Integer St.,0
21,,,cash,4/1/2020 18:00,"21 Lower Kent Ridge Rd, Singapore 119077",0
15,,,cash,4/1/2020 18:56,"21 Lower Kent Ridge Rd, Singapore 119077",0
18,,,cash,4/1/2020 20:08,"21 Lower Kent Ridge Rd, Singapore 119077",0
17,,,cash,4/1/2020 20:22,740-1045 A Av.,0
11,,,credit,4/1/2020 20:23,"21 Lower Kent Ridge Rd, Singapore 119077",0
13,,,credit,4/1/2020 20:29,"P.O. Box 442, 4876 Est St.",0
19,,,credit,4/1/2020 20:34,1875 Tincidunt Street,0
9,,,credit,4/1/2020 20:45,Ap #251-751 Vehicula Road,0
31,,,cash,5/1/2020 10:57,Ap #995-9429 Tellus St.,0
24,,,cash,5/1/2020 12:24,"21 Lower Kent Ridge Rd, Singapore 119077",0
26,,,credit,5/1/2020 12:34,Ap #595-9948 Pede Av.,0
33,,,credit,5/1/2020 13:36,"21 Lower Kent Ridge Rd, Singapore 119077",0
32,,,credit,5/1/2020 13:58,"21 Lower Kent Ridge Rd, Singapore 119077",0
29,,,credit,5/1/2020 14:04,"21 Lower Kent Ridge Rd, Singapore 119077",0
34,,,credit,5/1/2020 14:12,"21 Lower Kent Ridge Rd, Singapore 119077",0
27,,,cash,5/1/2020 15:47,"21 Lower Kent Ridge Rd, Singapore 119077",0
30,,,credit,5/1/2020 17:39,"21 Lower Kent Ridge Rd, Singapore 119077",0
28,,,cash,5/1/2020 21:08,2424 Eu Road,0
25,,,credit,5/1/2020 21:34,6060 Suspendisse Rd.,0
11,,,credit,6/1/2020 11:31,"21 Lower Kent Ridge Rd, Singapore 119077",0
6,,,cash,6/1/2020 11:51,968-5015 Nibh Street,0
37,,,cash,6/1/2020 13:25,"21 Lower Kent Ridge Rd, Singapore 119077",0
3,,,credit,6/1/2020 13:46,"P.O. Box 885, 2468 Egestas St.",0
7,,,credit,6/1/2020 13:53,349-9739 Nisl. Ave,0
4,,,credit,6/1/2020 14:06,"21 Lower Kent Ridge Rd, Singapore 119077",0
5,,,cash,6/1/2020 14:41,"Ap #394-3000 Dui, Road",0
1,,,cash,6/1/2020 16:26,"P.O. Box 982, 3671 In St.",0
10,,,credit,6/1/2020 16:57,"21 Lower Kent Ridge Rd, Singapore 119077",0
38,,,cash,6/1/2020 17:20,"21 Lower Kent Ridge Rd, Singapore 119077",0
2,,,credit,6/1/2020 17:20,"P.O. Box 833, 5372 Amet, Rd.",0
9,,,credit,6/1/2020 18:09,"2543 A, Road",0
36,,,credit,6/1/2020 18:10,"P.O. Box 708, 9314 Phasellus Avenue",0
39,,,cash,6/1/2020 18:56,703-7392 Consectetuer St.,0
40,,,credit,6/1/2020 19:05,"21 Lower Kent Ridge Rd, Singapore 119077",0
35,,,credit,6/1/2020 19:18,"P.O. Box 833, 5372 Amet, Rd.",0
12,,,credit,6/1/2020 20:48,"21 Lower Kent Ridge Rd, Singapore 119077",0
8,,,cash,6/1/2020 21:26,"P.O. Box 202, 4698 Blandit. Street",0
17,,,credit,7/1/2020 10:38,"21 Lower Kent Ridge Rd, Singapore 119077",0
14,,,cash,7/1/2020 11:04,"21 Lower Kent Ridge Rd, Singapore 119077",0
19,,,cash,7/1/2020 12:28,"21 Lower Kent Ridge Rd, Singapore 119077",0
18,,,cash,7/1/2020 12:44,"21 Lower Kent Ridge Rd, Singapore 119077",0
24,,,credit,7/1/2020 12:54,"21 Lower Kent Ridge Rd, Singapore 119077",0
15,,,cash,7/1/2020 13:55,339-7751 Lacinia St.,0
31,,,cash,7/1/2020 14:00,"21 Lower Kent Ridge Rd, Singapore 119077",0
26,,,credit,7/1/2020 14:02,"21 Lower Kent Ridge Rd, Singapore 119077",0
30,,,cash,7/1/2020 16:00,"21 Lower Kent Ridge Rd, Singapore 119077",0
21,,,cash,7/1/2020 16:03,"9673 A, St.",0
20,,,credit,7/1/2020 16:52,942-9696 Rhoncus. St.,0
23,,,cash,7/1/2020 18:00,"21 Lower Kent Ridge Rd, Singapore 119077",0
28,,,cash,7/1/2020 18:02,"679 Erat, Ave",0
22,,,cash,7/1/2020 18:30,Ap #865-5540 Ligula St.,0
13,,,cash,7/1/2020 18:59,516-5864 Ullamcorper. Street,0
29,,,credit,7/1/2020 19:31,9326 Erat Avenue,0
27,,,credit,7/1/2020 19:41,106-1568 Est Ave,0
25,,,credit,7/1/2020 21:38,"Ap #840-1080 Ac, St.",0
16,,,cash,7/1/2020 21:40,"21 Lower Kent Ridge Rd, Singapore 119077",0
15,,,credit,8/1/2020 10:12,"P.O. Box 712, 4578 Vivamus Av.",0
38,,,credit,8/1/2020 10:46,"Ap #840-1080 Ac, St.",0
34,,,cash,8/1/2020 12:14,"21 Lower Kent Ridge Rd, Singapore 119077",0
40,,,cash,8/1/2020 12:51,"21 Lower Kent Ridge Rd, Singapore 119077",0
39,,,credit,8/1/2020 13:56,"21 Lower Kent Ridge Rd, Singapore 119077",0
35,,,cash,8/1/2020 14:04,"P.O. Box 833, 5372 Amet, Rd.",0
37,,,credit,8/1/2020 14:10,7886 Etiam Av.,0
18,,,cash,8/1/2020 15:51,"21 Lower Kent Ridge Rd, Singapore 119077",0
33,,,cash,8/1/2020 16:50,Ap #366-8424 Tempor Road,0
32,,,cash,8/1/2020 17:15,3568 Mauris St.,0
1,,,cash,8/1/2020 17:17,"21 Lower Kent Ridge Rd, Singapore 119077",0
35,,,cash,8/1/2020 18:44,"304-4116 Sem, Avenue",0
36,,,credit,8/1/2020 21:15,"21 Lower Kent Ridge Rd, Singapore 119077",0
7,,,credit,9/1/2020 10:06,"P.O. Box 318, 9700 Ac Av.",0
36,,,credit,9/1/2020 10:25,"21 Lower Kent Ridge Rd, Singapore 119077",0
37,,,credit,9/1/2020 12:15,930-8599 Nulla Rd.,0
37,,,credit,9/1/2020 15:02,506-3718 Pharetra Road,0
25,,,credit,9/1/2020 16:13,783-4226 Porttitor St.,0
13,,,credit,9/1/2020 17:46,106-1568 Est Ave,0
23,,,credit,9/1/2020 18:45,"21 Lower Kent Ridge Rd, Singapore 119077",0
36,,,cash,9/1/2020 19:35,339-7751 Lacinia St.,0
12,,,credit,9/1/2020 20:30,"21 Lower Kent Ridge Rd, Singapore 119077",0
19,,,cash,9/1/2020 21:55,"P.O. Box 478, 6223 Amet Av.",0
33,A123,Ornare Ltd,cash,10/1/2020 10:59,"21 Lower Kent Ridge Rd, Singapore 119077",0
2,,,cash,10/1/2020 12:35,Ap #865-5540 Ligula St.,0
21,,,credit,10/1/2020 13:01,"21 Lower Kent Ridge Rd, Singapore 119077",0
21,A123,Amet Consectetuer Corp.,credit,10/1/2020 13:47,465 Id Rd.,0
37,A123,Curabitur LLP,credit,10/1/2020 14:13,"21 Lower Kent Ridge Rd, Singapore 119077",0
34,A123,Egestas Urna Ltd,credit,10/1/2020 14:20,"P.O. Box 712, 4578 Vivamus Av.",0
11,,,credit,10/1/2020 14:49,4892 Proin St.,0
31,,,cash,10/1/2020 14:58,"21 Lower Kent Ridge Rd, Singapore 119077",0
37,A123,Curabitur LLP,cash,10/1/2020 15:09,1922 Aliquam Street,0
29,A123,Lacus Inc.,cash,10/1/2020 15:11,3568 Mauris St.,0
13,,,cash,10/1/2020 15:58,"21 Lower Kent Ridge Rd, Singapore 119077",0
1,A123,Nulla Semper Industries,credit,10/1/2020 16:35,Ap #346-4100 Odio. Av.,0
7,A123,Ligula PC,cash,10/1/2020 17:11,740-1045 A Av.,0
10,,,credit,10/1/2020 17:31,Ap #312-8413 Proin St.,0
26,,,cash,10/1/2020 18:11,"21 Lower Kent Ridge Rd, Singapore 119077",0
15,A123,Lacus Inc.,credit,10/1/2020 19:44,"21 Lower Kent Ridge Rd, Singapore 119077",0
20,,,credit,10/1/2020 20:03,4892 Proin St.,0
39,,,cash,11/1/2020 10:00,"21 Lower Kent Ridge Rd, Singapore 119077",0
6,,,cash,11/1/2020 11:30,"21 Lower Kent Ridge Rd, Singapore 119077",0
26,,,credit,11/1/2020 11:51,"21 Lower Kent Ridge Rd, Singapore 119077",0
12,,,credit,11/1/2020 13:52,"21 Lower Kent Ridge Rd, Singapore 119077",0
14,,,cash,11/1/2020 15:58,"864-7712 Sapien, Rd.",0
38,,,cash,11/1/2020 16:11,"Ap #989-9346 At, Avenue",0
22,,,cash,11/1/2020 16:26,"21 Lower Kent Ridge Rd, Singapore 119077",0
18,,,credit,11/1/2020 16:43,"21 Lower Kent Ridge Rd, Singapore 119077",0
9,,,credit,11/1/2020 16:58,Ap #346-4100 Odio. Av.,0
8,,,cash,11/1/2020 17:29,"21 Lower Kent Ridge Rd, Singapore 119077",0
40,,,cash,11/1/2020 17:52,Ap #995-9429 Tellus St.,0
17,,,cash,11/1/2020 19:07,823-6492 Dolor Avenue,0
27,,,cash,11/1/2020 19:44,"21 Lower Kent Ridge Rd, Singapore 119077",0
9,,,cash,11/1/2020 19:52,"21 Lower Kent Ridge Rd, Singapore 119077",0
1,,,cash,11/1/2020 19:55,"21 Lower Kent Ridge Rd, Singapore 119077",0
9,,,credit,11/1/2020 20:38,506-3718 Pharetra Road,0
29,,,credit,11/1/2020 21:43,"21 Lower Kent Ridge Rd, Singapore 119077",0
2,,,credit,12/1/2020 10:20,"21 Lower Kent Ridge Rd, Singapore 119077",0
25,,,credit,12/1/2020 11:58,"21 Lower Kent Ridge Rd, Singapore 119077",0
29,,,cash,12/1/2020 12:09,2424 Eu Road,0
2,,,cash,12/1/2020 13:26,"21 Lower Kent Ridge Rd, Singapore 119077",0
1,,,cash,12/1/2020 15:02,643-6115 Tempus Road,0
8,,,credit,12/1/2020 15:05,217-6764 Sit Rd.,0
36,,,cash,12/1/2020 15:55,"21 Lower Kent Ridge Rd, Singapore 119077",0
35,,,credit,12/1/2020 16:37,"21 Lower Kent Ridge Rd, Singapore 119077",0
14,,,credit,12/1/2020 16:48,8626 Lorem Rd.,0
40,,,cash,12/1/2020 18:29,"864-7712 Sapien, Rd.",0
17,,,credit,12/1/2020 19:08,"21 Lower Kent Ridge Rd, Singapore 119077",0
12,,,cash,12/1/2020 19:26,Ap #292-3748 Molestie Av.,0
37,,,cash,12/1/2020 19:58,"9673 A, St.",0
17,,,cash,12/1/2020 20:19,"21 Lower Kent Ridge Rd, Singapore 119077",0
2,,,cash,12/1/2020 20:58,"P.O. Box 343, 5146 Netus St.",0
9,,,credit,12/1/2020 21:03,"21 Lower Kent Ridge Rd, Singapore 119077",0
35,,,cash,12/1/2020 21:34,"21 Lower Kent Ridge Rd, Singapore 119077",0
21,,,credit,13/1/2020 11:14,"21 Lower Kent Ridge Rd, Singapore 119077",0
8,,,credit,13/1/2020 11:46,"P.O. Box 393, 8831 Urna Ave",0
5,,,credit,13/1/2020 14:11,"21 Lower Kent Ridge Rd, Singapore 119077",0
28,,,cash,13/1/2020 14:23,"21 Lower Kent Ridge Rd, Singapore 119077",0
15,,,credit,13/1/2020 14:51,"21 Lower Kent Ridge Rd, Singapore 119077",0
33,,,cash,13/1/2020 15:10,402-7613 Non Street,0
2,,,credit,13/1/2020 15:36,"21 Lower Kent Ridge Rd, Singapore 119077",0
14,,,cash,13/1/2020 17:00,8225 Risus. Road,0
10,,,cash,13/1/2020 17:34,"P.O. Box 343, 5146 Netus St.",0
34,,,cash,13/1/2020 17:52,"21 Lower Kent Ridge Rd, Singapore 119077",0
4,,,credit,13/1/2020 18:06,"21 Lower Kent Ridge Rd, Singapore 119077",0
16,,,cash,13/1/2020 18:32,"21 Lower Kent Ridge Rd, Singapore 119077",0
20,,,credit,13/1/2020 19:14,942-9696 Rhoncus. St.,0
39,,,credit,13/1/2020 20:34,413-6677 In Road,0
5,,,cash,13/1/2020 21:04,"304-4116 Sem, Avenue",0
12,,,cash,14/1/2020 10:01,"21 Lower Kent Ridge Rd, Singapore 119077",0
30,,,cash,14/1/2020 11:05,"21 Lower Kent Ridge Rd, Singapore 119077",0
29,,,cash,14/1/2020 11:26,"21 Lower Kent Ridge Rd, Singapore 119077",0
32,,,cash,14/1/2020 12:50,8252 Mauris Ave,0
23,,,credit,14/1/2020 13:32,"21 Lower Kent Ridge Rd, Singapore 119077",0
15,,,cash,14/1/2020 15:09,Ap #292-3748 Molestie Av.,0
5,,,credit,14/1/2020 15:35,9093 Eu Street,0
25,,,credit,14/1/2020 16:23,861-5731 Gravida Av.,0
25,,,cash,14/1/2020 16:43,"21 Lower Kent Ridge Rd, Singapore 119077",0
17,,,credit,14/1/2020 17:47,"21 Lower Kent Ridge Rd, Singapore 119077",0
2,,,cash,14/1/2020 21:11,"21 Lower Kent Ridge Rd, Singapore 119077",0
29,,,cash,15/1/2020 10:16,"21 Lower Kent Ridge Rd, Singapore 119077",0
1,,,cash,15/1/2020 10:21,465 Id Rd.,0
32,,,cash,15/1/2020 10:37,"21 Lower Kent Ridge Rd, Singapore 119077",0
29,,,cash,15/1/2020 11:07,"21 Lower Kent Ridge Rd, Singapore 119077",0
2,,,credit,15/1/2020 11:11,Ap #865-5540 Ligula St.,0
11,,,credit,15/1/2020 11:54,Ap #811-9386 Sed Ave,0
24,,,cash,15/1/2020 12:05,"P.O. Box 286, 5259 Sollicitudin Av.",0
9,,,cash,15/1/2020 12:43,"21 Lower Kent Ridge Rd, Singapore 119077",0
12,,,credit,15/1/2020 13:16,Ap #274-4967 Nascetur Av.,0
15,,,credit,15/1/2020 14:31,6060 Suspendisse Rd.,0
21,,,credit,15/1/2020 14:48,"P.O. Box 318, 9700 Ac Av.",0
25,,,cash,15/1/2020 15:33,"21 Lower Kent Ridge Rd, Singapore 119077",0
18,,,cash,15/1/2020 16:29,"Ap #394-3000 Dui, Road",0
11,,,credit,15/1/2020 16:59,"5961 A, Street",0
35,,,credit,15/1/2020 17:02,"21 Lower Kent Ridge Rd, Singapore 119077",0
3,,,cash,15/1/2020 17:56,1922 Aliquam Street,0
10,,,credit,15/1/2020 19:06,217-6764 Sit Rd.,0
38,,,cash,15/1/2020 19:56,"21 Lower Kent Ridge Rd, Singapore 119077",0
34,,,cash,15/1/2020 21:08,"21 Lower Kent Ridge Rd, Singapore 119077",0
12,,,cash,16/1/2020 11:49,"21 Lower Kent Ridge Rd, Singapore 119077",0
6,,,credit,16/1/2020 12:05,"21 Lower Kent Ridge Rd, Singapore 119077",0
13,,,credit,16/1/2020 13:44,"P.O. Box 712, 2846 Nascetur Ave",0
2,,,credit,16/1/2020 13:50,"21 Lower Kent Ridge Rd, Singapore 119077",0
23,,,credit,16/1/2020 15:18,"21 Lower Kent Ridge Rd, Singapore 119077",0
20,,,credit,16/1/2020 15:33,"21 Lower Kent Ridge Rd, Singapore 119077",0
1,,,credit,16/1/2020 15:42,"P.O. Box 250, 1540 Ornare, Av.",0
15,,,credit,16/1/2020 16:16,"21 Lower Kent Ridge Rd, Singapore 119077",0
13,,,credit,16/1/2020 16:55,"21 Lower Kent Ridge Rd, Singapore 119077",0
15,,,credit,16/1/2020 20:08,"5961 A, Street",0
6,,,cash,16/1/2020 20:11,"21 Lower Kent Ridge Rd, Singapore 119077",0
1,,,cash,16/1/2020 20:41,823-6492 Dolor Avenue,0
32,,,cash,16/1/2020 21:22,Ap #680-1342 At Street,0
17,,,credit,17/1/2020 10:55,526-9946 Amet Avenue,0
2,,,cash,17/1/2020 11:15,1033 A Road,0
24,,,cash,17/1/2020 11:30,3044 Imperdiet Ave,0
25,,,credit,17/1/2020 13:25,"P.O. Box 118, 8144 Odio. Rd.",0
11,,,cash,17/1/2020 13:26,Ap #677-5535 Maecenas Street,0
22,,,cash,17/1/2020 14:01,Ap #202-4358 Non Street,0
24,,,cash,17/1/2020 14:07,"455-2980 Lacus, Road",0
18,,,cash,17/1/2020 15:07,"P.O. Box 468, 9141 Convallis St.",0
14,,,credit,17/1/2020 15:08,7318 Dictum Av.,0
2,,,cash,17/1/2020 16:17,Ap #206-6584 Aenean St.,0
5,,,cash,17/1/2020 16:57,Ap #427-684 Lectus. Street,0
18,,,cash,17/1/2020 17:04,748-8838 Proin Av.,0
9,,,cash,17/1/2020 17:22,744-9259 Quam. Av.,0
36,,,cash,17/1/2020 17:44,Ap #830-7141 Rhoncus. Rd.,0
20,,,cash,17/1/2020 17:53,Ap #265-1270 Suspendisse St.,0
6,,,credit,17/1/2020 19:26,"P.O. Box 865, 4869 Tellus Rd.",0
5,,,cash,17/1/2020 19:50,"P.O. Box 317, 2336 Erat Rd.",0
15,,,cash,18/1/2020 10:10,"P.O. Box 212, 1792 Lorem St.",0
34,,,cash,18/1/2020 10:12,"P.O. Box 171, 3188 Nisi Street",0
10,,,cash,18/1/2020 12:15,5207 Ac Street,0
25,,,cash,18/1/2020 12:33,990-2206 Parturient Rd.,0
12,,,credit,18/1/2020 13:09,893-6759 Porta Road,0
40,,,cash,18/1/2020 13:46,2243 Vel Av.,0
31,,,cash,18/1/2020 14:50,"P.O. Box 353, 4234 Non St.",0
25,,,cash,18/1/2020 15:49,Ap #704-4602 Mi Rd.,0
1,,,cash,18/1/2020 16:24,762-5868 Etiam Av.,0
4,,,cash,18/1/2020 16:28,6007 Feugiat. Av.,0
40,,,cash,18/1/2020 17:35,Ap #897-9737 Diam Av.,0
16,,,credit,18/1/2020 18:18,"P.O. Box 376, 1091 Nulla Ave",0
12,,,credit,18/1/2020 18:37,Ap #865-5369 Lorem Rd.,0
9,,,cash,18/1/2020 18:48,"P.O. Box 720, 7556 Etiam Avenue",0
32,,,credit,18/1/2020 18:49,"P.O. Box 437, 9765 Arcu. Avenue",0
28,,,credit,18/1/2020 19:32,156-1864 Fermentum Avenue,0
10,,,cash,19/1/2020 10:53,966-9443 Ullamcorper. Rd.,0
25,,,credit,19/1/2020 11:13,705-6858 Quis Ave,0
13,,,credit,19/1/2020 12:08,Ap #303-2725 Eu St.,0
32,,,credit,19/1/2020 12:55,"P.O. Box 617, 9467 Elit, Street",0
2,,,credit,19/1/2020 14:17,Ap #798-5814 Vitae Avenue,0
11,,,cash,19/1/2020 14:42,"P.O. Box 304, 2173 Fermentum St.",0
1,,,cash,19/1/2020 15:45,"451-5534 Quis, St.",0
38,,,cash,19/1/2020 16:05,427-1463 Rutrum Rd.,0
7,,,cash,19/1/2020 17:12,466-9326 Pretium Rd.,0
35,,,credit,19/1/2020 17:14,6138 Egestas Rd.,0
26,,,credit,19/1/2020 17:16,"7266 Iaculis, Rd.",0
26,,,cash,19/1/2020 18:15,1285 Erat. Ave,0
9,,,cash,19/1/2020 18:28,Ap #778-959 Tellus Road,0
14,,,cash,19/1/2020 18:49,9981 Ipsum. Avenue,0
13,,,credit,19/1/2020 20:16,Ap #173-6953 Vulputate Avenue,0
23,,,credit,20/1/2020 11:32,2371 Nascetur Road,0
32,,,cash,20/1/2020 12:17,746 Sem Av.,0
39,,,credit,20/1/2020 14:41,Ap #997-4649 Elementum St.,0
5,,,cash,20/1/2020 15:12,Ap #707-6637 Dictum Rd.,0
38,,,cash,20/1/2020 15:18,"1179 Lectus, St.",0
36,,,credit,20/1/2020 15:47,"P.O. Box 259, 9487 Praesent Av.",0
38,,,cash,20/1/2020 16:04,6944 Bibendum Avenue,0
23,,,cash,20/1/2020 16:07,992-9630 Faucibus Avenue,0
35,,,credit,20/1/2020 18:23,"P.O. Box 829, 9645 Dolor. Ave",0
6,,,cash,20/1/2020 21:57,486-4776 Donec Road,0
15,,,credit,21/1/2020 10:49,Ap #479-7762 Tellus Street,0
1,,,credit,21/1/2020 11:38,9079 Neque Ave,0
31,,,cash,21/1/2020 12:19,156-6912 Amet Street,0
2,,,cash,21/1/2020 12:23,"P.O. Box 148, 8009 Per Rd.",0
17,,,credit,21/1/2020 14:26,"P.O. Box 321, 9800 Nulla St.",0
15,,,credit,21/1/2020 15:22,"P.O. Box 891, 8219 Accumsan Rd.",0
4,,,credit,21/1/2020 16:07,Ap #501-1476 Ligula. Rd.,0
26,,,cash,21/1/2020 16:16,"P.O. Box 574, 6835 Nulla Rd.",0
26,,,cash,21/1/2020 16:44,Ap #380-2332 Donec Rd.,0
10,,,cash,21/1/2020 17:08,233-1803 Erat Rd.,0
23,,,credit,21/1/2020 17:33,Ap #666-5520 Velit. Road,0
18,,,credit,21/1/2020 18:42,Ap #254-8576 Dolor. Rd.,0
7,,,cash,21/1/2020 19:03,Ap #221-5202 Vitae Avenue,0
33,,,cash,21/1/2020 19:55,7803 Purus. Av.,0
5,,,cash,21/1/2020 20:55,"P.O. Box 715, 9339 Non Rd.",0
1,,,credit,21/1/2020 20:59,Ap #664-4201 Accumsan St.,0
28,,,credit,21/1/2020 21:34,5729 A Rd.,0
15,,,cash,22/1/2020 10:13,"P.O. Box 496, 5595 Lobortis Ave",0
12,,,cash,22/1/2020 11:09,"P.O. Box 657, 7698 Eu, Rd.",0
25,,,credit,22/1/2020 11:33,"483-2133 At, Street",0
19,,,credit,22/1/2020 12:00,Ap #546-6868 Molestie Rd.,0
9,,,cash,22/1/2020 12:47,Ap #536-6413 Facilisis Avenue,0
20,,,credit,22/1/2020 13:35,456-5817 Justo Rd.,0
25,,,credit,22/1/2020 15:19,348-106 Senectus Rd.,0
17,,,credit,22/1/2020 15:28,Ap #345-6320 Tincidunt St.,0
1,,,cash,22/1/2020 15:46,2143 Mi Rd.,0
40,,,credit,22/1/2020 17:28,"P.O. Box 112, 4522 Porttitor Av.",0
40,,,credit,22/1/2020 17:53,Ap #965-7948 Commodo Avenue,0
15,,,credit,22/1/2020 18:29,Ap #691-5491 Fringilla Road,0
39,,,cash,22/1/2020 19:33,Ap #383-6975 Nibh. Rd.,0
27,,,cash,22/1/2020 19:38,9994 Congue. St.,0
3,,,cash,22/1/2020 20:16,922-8195 Parturient Avenue,0
32,,,credit,22/1/2020 21:13,"P.O. Box 855, 5646 Vitae Road",0
29,,,cash,23/1/2020 10:59,2803 Dis St.,0
37,,,cash,23/1/2020 11:00,"Ap #201-8736 At, Rd.",0
3,,,cash,23/1/2020 11:04,Ap #830-7141 Rhoncus. Rd.,0
22,,,credit,23/1/2020 13:03,"P.O. Box 317, 2336 Erat Rd.",0
33,,,cash,23/1/2020 13:43,Ap #206-6584 Aenean St.,0
13,,,credit,23/1/2020 13:59,"P.O. Box 468, 9141 Convallis St.",0
4,,,credit,23/1/2020 14:07,"P.O. Box 118, 8144 Odio. Rd.",0
39,,,credit,23/1/2020 15:32,1033 A Road,0
15,,,cash,23/1/2020 15:34,Ap #427-684 Lectus. Street,0
12,,,cash,23/1/2020 16:19,"P.O. Box 250, 1540 Ornare, Av.",0
12,,,credit,23/1/2020 17:09,"605-4645 At, Street",0
35,,,cash,23/1/2020 17:21,Ap #935-5493 Metus Street,0
3,,,credit,23/1/2020 17:27,2639 Elit Rd.,0
16,,,credit,23/1/2020 21:13,748-8838 Proin Av.,0
24,,,cash,23/1/2020 21:43,730-435 Mi Ave,0
3,,,cash,23/1/2020 21:45,Ap #781-3453 Odio Road,0
13,,,cash,23/1/2020 21:53,Ap #543-2871 Suspendisse St.,0
25,,,cash,24/1/2020 10:36,"P.O. Box 865, 4869 Tellus Rd.",0
4,,,credit,24/1/2020 10:45,744-9259 Quam. Av.,0
1,,,cash,24/1/2020 12:23,2243 Vel Av.,0
5,,,cash,24/1/2020 13:37,Ap #265-1270 Suspendisse St.,0
15,,,credit,24/1/2020 13:46,"P.O. Box 720, 7556 Etiam Avenue",0
